candidate_id,source_sample_index,anchor_face_index,anchor_position_object_m,closure_status,contact_face_indices,contact_positions_object_m,fast_filter,fast_reasons,formal_candidate_selected,formal_selection_status,sequential_closure_sweep_pass,minimum_table_clearance_m,minimum_clearance_link,minimum_clearance_finger_stage,minimum_clearance_joint_position_rad,checked_state_count,maximum_joint_increment_rad,endpoint_only_table_clearance_m,first_table_violation_clearance_m,first_table_violation_link,first_table_violation_finger_stage,unresolved_checks,task_status,worst_task_margin,lower_tail_mean_margin,required_peak_normal_force_n,maximum_joint_load_utilization,maximum_generalized_joint_torque_nm,wrist_load_utilization,sensitivity,task_failure_reason,nominal_balance_infeasible_count,evidence
raw_seed_122,122,19619,-0.00426807534 -0.0232627716 -0.0178723686,CLOSURE_REJECT,20947 20908,0.0220386448 -0.00859894619 -0.012306509 | 0.00678533611 0.0226658258 -0.0154910657,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_21169,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_341,341,19675,-0.0209040692 0.0110918772 -0.0110978824,CLOSURE_SURVIVE,21248 20952 20997,-0.0145422189 -0.0170682818 -0.0151664785 | 0.0195582776 -0.0133004365 -0.00871657948 | 0.00164721286 0.022125624 -0.00372030831,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01490691414790124,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.012363502957478012,-0.012363502957478012,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_318,318,9878,-0.0175021296 -0.00340008644 -0.00633688259,CLOSURE_SURVIVE,21266 20928 18152,-0.000900343281 -0.0223519993 -0.0103373882 | 0.0232922116 0.00410401329 -0.0109673002 | -0.0116988519 0.0174978322 -0.00277572933,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.019667913974479978,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.01712450278405675,-0.01712450278405675,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_229,229,19642,-0.0189934393 -0.0141123201 -0.0190091176,CLOSURE_SURVIVE,20972 20921 21439,0.0102509959 -0.0213159432 -0.013443258 | 0.0204111176 0.0119492796 -0.0166278147 | -0.0163476554 0.0139351834 -0.0215137997,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.006995678961528418,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.0044522677711051895,-0.0044522677711051895,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_273,273,13367,0.00743807526 -0.0162198598 -0.00814679539,CLOSURE_SURVIVE,18194 19694 17832,0.0208394243 0.00304417701 -0.00301139401 | -0.00948197889 0.0216739758 -0.012777213 | -0.0139019657 -0.0143016625 -0.0083320434,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.017858001172665006,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.015314589982241777,-0.015314589982241777,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_168,168,21233,-0.0223519993 -0.000910240544 -0.0120070353,CLOSURE_SURVIVE,21266 20925 18436,-0.00208826059 -0.0223519993 -0.0123807227 | 0.0221626361 0.00825892271 -0.0135249091 | -0.00963204575 0.0200011482 -0.00462946121,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.013997761248626173,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.011454350058202944,-0.011454350058202944,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_176,176,20911,0.00829048951 0.0221511251 -0.0157524883,CLOSURE_SURVIVE,19674 19625 20946,-0.0201868571 0.0123393411 -0.0101866287 | -0.010664873 -0.0211232538 -0.0133711854 | 0.0228382518 -0.00614646743 -0.0187053799,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.010252308243556385,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.007708897053133157,-0.007708897053133157,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_014,14,12851,4.47704804e-05 0.0181369046 -0.00927161459,CLOSURE_SURVIVE,21235 19620 21020,-0.0223519993 0.00305144825 -0.00964530201 | -0.00657715572 -0.0227220122 -0.00879643118 | 0.0203442829 0.00886800006 -0.00189404049,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01673318197000384,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.014189770779580613,-0.014189770779580613,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_042,42,19691,-0.0142015477 0.0189313626 -0.0124099784,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_19587,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_297,297,17824,-0.00883263486 -0.0178956032 -0.0123577987,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_21284,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_120,120,21002,0.00681372554 0.0211046235 -0.00190693791,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_19147,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_261,261,19620,-0.00629847523 -0.022797226 -0.00942187313,CLOSURE_SURVIVE,20953 20908 18406,0.0192048345 -0.0138084663 -0.0164740738 | 0.00669976311 0.0226889213 -0.0140522908 | -0.0219616777 -0.00318386721 -0.00204429903,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01658292343265677,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.014039512242233543,-0.014039512242233543,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_169,169,15151,-0.00157055885 0.0173402805 -0.014287538,CLOSURE_REJECT,21233 20970,-0.0223519993 0.000976309669 -0.0146612254 | 0.00934685662 -0.0217368849 -0.0158054118,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_20937,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_161,161,12528,-0.0179492375 0.0012651853 -0.00864713044,CLOSURE_REJECT,18100 20926,-0.00732681455 -0.0197506391 -0.00351172906 | 0.0229456894 0.00574839252 -0.0101650043,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_17877,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
